PRCP,SNOW,TMAX,TMIN,SNWD_change,SNWD_change_positive,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precipprob,precipcover,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,snow,rain,freezingrain,ice,day_of_year_y,total_sunlight
0.0,0.0,-5.0,-13.3,0.0,0.0,-9.5,-2.2,-14.4,-9.5,-14.1,71.8,0.0,0.0,51.8,3.1,37.6,1032.3,0.9,16.0,49.3,4.2,3.0,0.0,0.0,0.0,0.0,356.0,31873.0
0.0,0.0,-5.0,-13.3,0.0,0.0,-6.4,-0.7,-13.0,-6.4,-10.9,72.1,0.0,0.0,33.5,3.1,16.1,1032.3,44.5,16.0,28.7,2.5,1.0,0.0,0.0,0.0,0.0,357.0,31877.0
0.0,0.0,0.6,-10.0,0.0,0.0,-0.5,2.6,-3.7,-0.5,-3.9,78.1,0.0,0.0,27.7,1.0,334.5,1030.6,99.1,15.8,22.2,1.8,1.0,1.0,1.0,0.0,0.0,358.0,31887.0
0.0,0.0,1.1,-0.6,0.0,0.0,0.9,3.3,-0.9,0.9,-0.9,88.4,100.0,4.17,40.7,3.1,328.6,1031.1,98.0,14.9,9.4,0.8,1.0,1.0,1.0,1.0,0.0,359.0,31902.0
0.0,0.0,3.3,-0.6,0.0,0.0,1.5,5.6,0.1,1.5,0.7,94.3,100.0,4.17,55.4,6.6,324.5,1025.7,86.4,8.3,24.7,2.0,1.0,1.0,1.0,0.0,0.0,360.0,31921.0
6.4,0.0,5.6,1.1,0.0,0.0,3.3,5.7,1.6,3.3,2.8,96.4,100.0,70.83,53.6,4.8,314.1,1019.3,100.0,4.7,10.6,0.8,0.0,0.0,1.0,0.0,0.0,361.0,31945.0
8.173290440501916,0.0,5.6,1.1,0.0,0.0,3.7,3.2,-0.2,1.9,2.5,92.0,100.0,66.67,37.1,16.4,58.2,1011.5,99.4,9.3,7.4,0.6,0.0,0.0,1.0,0.0,0.0,362.0,31973.0
11.2,0.0,3.9,1.1,0.0,0.0,3.8,5.4,2.7,3.8,3.1,94.8,100.0,75.0,27.7,6.7,46.6,1002.8,100.0,7.9,16.5,1.4,1.0,1.0,1.0,1.0,0.0,363.0,32006.0
7.4,76.0,3.3,-1.7,76.0,1.0,0.3,2.6,-5.6,-1.4,-1.3,89.4,100.0,62.5,66.6,12.2,315.9,1001.7,100.0,12.2,17.5,1.5,1.0,1.0,1.0,1.0,0.0,364.0,32043.0
3.0,38.0,0.6,-8.9,0.0,0.0,-4.6,-4.5,-9.2,-7.8,-7.8,78.1,0.0,0.0,55.4,11.6,295.2,1012.9,97.8,16.0,53.3,4.6,3.0,1.0,0.0,0.0,0.0,365.0,32086.0
0.0,0.0,-6.7,-11.7,0.0,0.0,-6.6,-5.7,-12.0,-9.4,-10.8,72.2,0.0,0.0,35.3,11.9,307.8,1017.5,93.7,15.9,56.7,4.9,3.0,1.0,0.0,0.0,0.0,1.0,32133.0
0.0,0.0,-5.0,-13.3,0.0,0.0,-6.6,0.7,-11.7,-6.8,-10.8,73.9,0.0,0.0,61.2,6.0,332.9,1016.3,14.3,15.9,49.9,4.3,3.0,0.0,0.0,0.0,0.0,2.0,32184.0
0.0,0.0,-1.1,-8.3,-25.0,0.0,-2.7,0.6,-8.6,-2.7,-4.8,85.4,0.0,0.0,57.2,3.4,244.0,1013.6,93.1,16.0,21.5,1.9,1.0,1.0,1.0,0.0,0.0,3.0,32240.0
0.0,0.0,-5.0,-7.8,0.0,0.0,-4.3,-1.3,-15.9,-7.4,-7.8,77.5,100.0,4.17,101.9,19.5,300.2,1013.9,88.4,15.3,48.7,4.2,3.0,1.0,0.0,0.0,0.0,4.0,32300.0
1.0,10.0,-5.0,-17.2,25.0,1.0,-9.0,-5.5,-17.3,-11.7,-14.1,66.8,0.0,0.0,92.5,13.7,263.0,1020.9,66.1,15.7,51.3,4.4,3.0,1.0,0.0,0.0,0.0,5.0,32363.0
0.0,0.0,-10.6,-15.6,0.0,0.0,-5.0,-4.3,-12.9,-8.0,-9.7,69.9,0.0,0.0,85.3,15.7,25.3,1020.9,82.7,15.4,21.9,1.9,1.0,1.0,0.0,0.0,0.0,6.0,32432.0
6.1,99.0,-9.4,-13.9,51.0,1.0,-7.0,-6.9,-12.8,-11.0,-9.6,82.1,100.0,66.67,44.3,17.6,62.1,1010.4,99.6,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,32504.0
9.4,119.0,-8.9,-13.9,102.0,1.0,-5.8,-3.3,-12.0,-8.1,-8.9,78.8,100.0,8.33,83.2,11.4,269.4,1023.4,91.5,12.1,30.4,2.7,3.0,1.0,0.0,0.0,0.0,8.0,32582.0
1.5,20.0,-8.3,-13.3,0.0,0.0,-4.4,-2.4,-11.5,-6.3,-7.3,79.9,100.0,16.67,64.8,18.6,103.3,1023.9,68.2,13.5,23.3,2.1,1.0,1.0,0.0,0.0,0.0,9.0,32662.0
51.1,635.0,-0.6,-11.1,381.0,1.0,3.3,5.3,-4.4,0.7,0.5,81.9,100.0,62.5,90.7,33.3,159.8,989.1,94.6,11.6,24.7,2.2,2.0,1.0,1.0,1.0,0.0,10.0,32747.0
21.1,51.0,2.2,-8.9,25.0,1.0,-0.1,0.3,-4.7,-2.7,-4.5,73.1,100.0,8.33,85.3,20.0,261.6,1005.3,95.1,14.9,29.3,2.4,2.0,1.0,1.0,1.0,0.0,11.0,32836.0
5.1,71.0,-7.2,-8.9,25.0,1.0,-2.3,0.6,-7.5,-4.8,-7.0,71.0,0.0,0.0,72.4,17.5,296.9,1019.1,50.9,15.8,41.2,3.5,4.0,1.0,0.0,0.0,0.0,12.0,32928.0
4.1,5.0,-5.0,-10.6,-25.0,0.0,1.3,2.6,-6.0,-2.1,-1.6,81.5,100.0,79.17,76.0,30.9,120.2,997.2,97.2,11.1,9.7,0.9,1.0,1.0,1.0,1.0,1.0,13.0,33024.0
40.6,5.0,-1.1,-10.6,0.0,0.0,-2.5,-4.1,-11.5,-7.0,-8.3,64.7,100.0,16.67,81.4,19.1,235.6,1003.2,89.8,14.0,38.9,3.5,3.0,1.0,1.0,0.0,0.0,14.0,33123.0
9.9,140.0,-9.4,-14.4,229.0,1.0,-8.3,-8.3,-16.0,-11.3,-14.1,64.4,0.0,0.0,74.2,14.5,249.8,1019.1,36.6,15.4,61.7,5.2,4.0,1.0,0.0,0.0,0.0,15.0,33226.0
0.0,0.0,-10.6,-16.1,-26.0,0.0,-9.7,-6.9,-15.0,-11.5,-12.1,82.4,100.0,33.33,79.6,10.0,10.6,1013.2,82.9,9.6,11.5,1.0,1.0,1.0,0.0,0.0,0.0,16.0,33332.0
18.5,191.0,-7.8,-17.8,127.0,1.0,-9.8,-10.3,-15.8,-13.6,-14.3,70.2,0.0,0.0,100.1,13.5,273.1,1007.7,69.3,13.3,36.6,3.1,3.0,1.0,0.0,0.0,0.0,17.0,33443.0
1.5,10.0,-15.6,-17.8,-25.0,0.0,-11.5,-9.9,-20.6,-14.1,-16.0,70.7,0.0,0.0,88.9,15.4,258.2,1014.8,68.7,15.8,62.0,5.2,4.0,1.0,0.0,0.0,0.0,18.0,33557.0
0.0,0.0,-13.9,-17.8,-51.0,0.0,-14.6,-8.5,-19.8,-15.6,-18.4,74.1,0.0,0.0,66.6,12.1,345.7,1012.2,37.1,15.8,46.3,4.1,2.0,1.0,0.0,0.0,0.0,19.0,33673.0
1.8,38.0,-11.1,-18.3,559.0,1.0,-13.7,-13.3,-21.6,-16.9,-18.0,70.8,0.0,0.0,92.5,12.8,294.5,1023.5,50.7,13.5,71.1,6.1,4.0,1.0,0.0,0.0,0.0,21.0,33914.0
0.0,0.0,-6.1,-21.1,-76.0,0.0,-9.9,-0.9,-23.1,-10.9,-15.9,64.1,0.0,0.0,94.3,10.6,282.3,1028.2,56.4,15.8,55.8,4.9,4.0,1.0,0.0,0.0,0.0,22.0,34040.0
0.0,0.0,-6.1,-9.4,-25.0,0.0,-1.9,-2.8,-6.4,-4.6,-7.2,67.7,0.0,0.0,94.3,22.3,300.8,1029.8,78.0,15.8,36.3,3.0,1.0,1.0,1.0,0.0,1.0,23.0,34168.0
2.8238553425176747,38.0,-6.1,-10.0,25.0,1.0,-3.2,-1.6,-8.8,-4.5,-6.4,78.9,100.0,16.67,51.8,10.7,4.1,1031.7,99.9,13.8,10.2,0.8,1.0,1.0,1.0,1.0,1.0,24.0,34299.0
1.1290287231873322,-31.288696132807218,5.0,-8.9,-102.0,0.0,0.7,2.7,-1.0,0.6,-0.4,92.5,100.0,20.83,61.2,6.1,21.2,1021.7,94.4,12.7,36.3,3.0,3.0,0.0,1.0,1.0,0.0,25.0,34432.0
3.921234681944952,3.0,3.3,-4.4,0.0,0.0,0.8,1.6,-3.3,-0.5,-1.0,87.7,100.0,41.67,31.3,11.6,50.8,1020.9,100.0,12.7,18.5,1.7,1.0,1.0,1.0,1.0,1.0,26.0,34569.0
8.9,41.0,-2.2,-6.1,51.0,1.0,0.6,2.2,-0.3,0.5,-0.7,90.7,0.0,0.0,35.3,7.1,322.9,1022.0,100.0,14.2,33.2,2.7,2.0,1.0,1.0,1.0,0.0,27.0,34708.0
0.8,10.0,-1.1,-6.1,0.0,0.0,0.4,1.7,-2.9,-0.4,-1.4,88.5,100.0,16.67,33.5,8.6,9.8,1014.8,97.1,12.9,20.3,1.7,1.0,1.0,1.0,0.0,0.0,28.0,34848.0
3.8,56.0,0.0,-6.7,26.0,1.0,-0.8,-0.6,-6.9,-4.1,-4.6,76.1,100.0,20.83,53.6,18.8,353.1,1011.6,100.0,14.6,21.8,1.8,2.0,1.0,0.0,0.0,0.0,29.0,34992.0
0.0,0.0,-6.1,-12.2,0.0,0.0,-3.8,-1.3,-9.2,-5.1,-9.8,64.1,0.0,0.0,29.5,10.6,72.2,1023.0,79.7,16.0,41.9,3.7,2.0,1.0,0.0,0.0,0.0,30.0,35138.0
0.0,0.0,-6.7,-15.0,0.0,0.0,-4.5,-1.0,-10.9,-5.0,-8.0,76.7,0.0,0.0,40.7,7.2,4.8,1018.7,97.2,16.0,43.0,3.7,2.0,0.0,0.0,0.0,0.0,31.0,35285.0
0.0,0.0,-3.3,-11.1,-26.0,0.0,-1.5,0.5,-3.6,-1.6,-3.4,87.0,100.0,4.17,46.4,7.0,298.3,1012.8,99.3,13.5,22.0,1.9,1.0,1.0,1.0,0.0,0.0,32.0,35435.0
1.0,0.0,-2.2,-4.4,-25.0,0.0,-0.7,1.0,-9.2,-2.9,-3.2,83.9,0.0,0.0,59.4,19.3,338.4,1013.3,99.0,13.1,39.2,3.3,2.0,1.0,1.0,0.0,0.0,33.0,35587.0
1.3,0.0,-10.6,-13.3,25.0,1.0,-7.8,-3.1,-15.1,-8.9,-13.3,67.4,0.0,0.0,83.2,12.1,349.7,1016.5,17.2,16.0,88.9,7.5,5.0,1.0,0.0,0.0,0.0,35.0,35896.0
0.0,0.0,-1.7,-11.1,-25.0,0.0,-7.5,-4.5,-15.6,-9.3,-15.2,56.3,0.0,0.0,87.1,19.6,344.1,1016.1,18.8,16.0,92.4,7.9,5.0,0.0,0.0,0.0,0.0,36.0,36053.0
0.0,0.0,-1.7,-11.1,0.0,0.0,-5.3,3.1,-12.2,-5.5,-10.0,71.6,0.0,0.0,53.6,8.6,358.1,1023.2,20.3,16.0,79.3,6.7,5.0,0.0,0.0,0.0,0.0,37.0,36211.0
0.0,0.0,-2.8,-10.6,-26.0,0.0,-5.1,3.4,-13.7,-5.2,-9.1,75.4,0.0,0.0,27.7,6.1,350.9,1026.5,16.0,16.0,85.5,7.3,5.0,1.0,0.0,0.0,0.0,38.0,36372.0
0.0,0.0,-0.6,-11.1,0.0,0.0,-1.0,6.1,-5.1,-1.0,-5.4,73.9,0.0,0.0,27.7,1.5,30.5,1025.7,59.7,16.0,81.3,7.0,4.0,0.0,1.0,1.0,0.0,39.0,36534.0
0.0,0.0,1.1,-6.1,-25.0,0.0,-1.6,5.9,-8.0,-1.7,-4.9,79.5,0.0,0.0,59.4,6.8,33.9,1018.0,35.6,15.9,61.5,5.3,3.0,1.0,1.0,0.0,0.0,40.0,36698.0
3.8685822498518974,0.0,8.9,-5.0,0.0,0.0,2.9,3.7,-2.4,0.5,-2.6,67.1,0.0,0.0,87.1,17.6,285.0,1009.6,83.3,15.9,95.2,8.2,5.0,1.0,1.0,1.0,0.0,42.0,37028.0
0.0,0.0,-3.9,-8.3,0.0,0.0,0.0,2.0,-2.8,-1.0,-4.9,70.0,0.0,0.0,64.8,8.4,320.5,1011.3,86.7,16.0,93.9,8.0,5.0,1.0,1.0,0.0,0.0,43.0,37196.0
0.0,0.0,-1.7,-7.8,0.0,0.0,-1.6,-0.9,-7.2,-3.4,-7.8,63.1,0.0,0.0,48.2,13.1,24.8,1004.5,74.5,16.0,24.9,2.2,1.0,1.0,1.0,0.0,0.0,44.0,37365.0
3.0,66.0,-6.7,-17.2,51.0,1.0,-7.8,-4.6,-19.3,-14.0,-14.1,60.6,0.0,0.0,55.4,30.1,295.5,1009.3,82.4,14.4,72.0,6.2,3.0,1.0,0.0,0.0,0.0,45.0,37534.0
0.5,0.0,-13.3,-18.3,-26.0,0.0,-6.1,-2.0,-15.5,-8.2,-15.1,51.7,100.0,8.33,101.9,18.8,298.0,1014.6,36.0,14.9,86.3,7.3,5.0,1.0,1.0,0.0,0.0,46.0,37705.0
3.8,76.0,-8.9,-13.3,26.0,1.0,-5.4,-5.5,-11.8,-8.8,-9.5,73.9,100.0,37.5,88.9,21.4,294.6,1005.5,91.4,10.6,77.4,6.7,4.0,1.0,0.0,0.0,0.0,47.0,37877.0
1.8,76.0,-10.0,-14.4,25.0,1.0,-7.8,-7.1,-17.4,-11.1,-13.0,68.0,0.0,0.0,81.4,21.4,286.7,1006.6,73.1,14.3,69.0,6.1,3.0,1.0,0.0,0.0,0.0,48.0,38050.0
2.5,38.0,-11.1,-18.9,26.0,1.0,-9.3,-6.8,-20.2,-12.3,-15.1,64.2,0.0,0.0,74.2,17.3,226.0,1006.1,65.5,15.4,94.9,8.1,5.0,1.0,0.0,0.0,0.0,49.0,38224.0
2.8,76.0,-11.1,-18.9,25.0,1.0,-8.3,-7.0,-19.9,-13.6,-15.6,56.9,0.0,0.0,79.6,21.1,286.4,1017.3,43.4,14.4,98.7,8.4,5.0,1.0,0.0,0.0,0.0,50.0,38398.0
0.0,0.0,-13.3,-18.9,-25.0,0.0,-11.6,-4.4,-21.6,-12.5,-16.5,68.0,0.0,0.0,85.3,11.3,320.1,1031.5,46.9,15.3,107.5,9.3,5.0,1.0,0.0,0.0,0.0,51.0,38574.0
0.0,0.0,-2.8,-15.0,-26.0,0.0,-3.4,4.8,-13.1,-3.7,-7.6,74.3,100.0,8.33,46.4,8.8,234.8,1013.7,54.7,15.0,88.7,7.6,4.0,1.0,1.0,1.0,0.0,53.0,38928.0
0.0,3.0,5.0,-4.4,26.0,1.0,1.0,5.0,-0.7,0.9,-0.7,88.8,100.0,33.33,46.4,6.6,347.0,999.9,88.6,11.4,69.8,6.1,4.0,1.0,1.0,1.0,0.0,54.0,39105.0
5.228585386368181,31.10252512961847,-3.9943442413551082,-14.997137688044141,-26.0,0.0,-7.1,0.2,-19.2,-11.7,-14.0,59.9,0.0,0.0,81.4,17.8,330.9,1006.0,35.6,15.5,111.2,9.5,6.0,1.0,0.0,0.0,0.0,55.0,39284.0
0.0,0.0,-7.2,-19.4,0.0,0.0,-9.3,0.0,-19.2,-9.7,-16.9,58.6,0.0,0.0,53.6,7.8,337.1,1017.4,3.9,15.9,112.7,9.7,6.0,1.0,1.0,0.0,0.0,56.0,39464.0
2.0,20.0,-3.9,-11.1,26.0,1.0,-1.9,4.4,-8.6,-2.7,-6.3,73.4,100.0,12.5,72.4,15.4,310.0,1014.6,59.7,15.0,109.5,9.4,6.0,1.0,1.0,0.0,0.0,57.0,39643.0
0.0,0.0,1.1,-5.6,25.0,1.0,2.2,12.8,-8.8,2.0,-4.0,67.5,0.0,0.0,61.2,16.4,144.5,1016.3,6.5,15.6,105.0,9.1,5.0,1.0,1.0,1.0,0.0,58.0,39823.0
2.5,0.0,5.0,0.6,-76.0,0.0,8.9,12.7,-0.3,8.2,5.7,80.3,100.0,70.83,87.1,20.0,209.5,1001.5,96.3,13.3,8.4,0.7,0.0,1.0,1.0,1.0,0.0,59.0,40004.0
0.0,0.0,-2.2,-12.8,-102.0,0.0,-1.3,5.6,-9.5,-1.4,-4.3,81.4,100.0,29.17,61.2,9.6,311.9,1028.9,63.7,13.0,52.8,4.6,3.0,1.0,1.0,1.0,0.0,62.0,40549.0
0.0,0.0,5.0,-1.1,-51.0,0.0,5.3,10.4,0.8,4.3,2.0,80.3,0.0,0.0,38.9,20.8,167.1,1029.4,84.3,15.4,79.2,6.7,4.0,0.0,1.0,1.0,0.0,64.0,40914.0
0.0,0.0,3.3,0.0,-25.0,0.0,3.4,8.7,-1.5,3.2,1.5,88.3,100.0,54.17,48.2,10.3,342.7,1023.4,82.7,13.3,40.3,3.4,2.0,0.0,1.0,1.0,0.0,65.0,41097.0
12.7,0.0,5.0,0.0,-76.0,0.0,5.5,8.9,2.5,5.3,4.6,94.0,100.0,45.83,51.8,9.4,6.5,1016.7,99.2,8.6,59.3,5.2,4.0,0.0,1.0,0.0,0.0,66.0,41281.0
33.5,0.0,7.2,0.0,-51.0,0.0,4.1,3.7,-3.0,1.5,1.6,84.2,100.0,54.17,74.2,17.0,20.3,1017.6,78.5,13.8,45.1,3.8,2.0,0.0,1.0,1.0,0.0,67.0,41464.0
8.1,0.0,5.6,-5.6,0.0,0.0,1.0,10.0,-6.1,0.6,-5.7,66.9,0.0,0.0,55.4,7.7,347.4,1026.0,2.4,16.0,136.2,11.7,7.0,1.0,1.0,1.0,0.0,68.0,41648.0
0.0,0.0,2.8,-6.7,25.0,1.0,0.6,0.5,-6.3,-2.8,-4.6,69.0,100.0,12.5,72.4,34.0,147.4,1020.8,49.2,15.2,52.1,4.3,3.0,1.0,1.0,1.0,0.0,69.0,41832.0
38.1,269.0,0.0,-6.1,280.0,1.0,1.7,2.2,-3.9,-1.0,-0.5,86.0,100.0,75.0,66.6,20.7,287.3,994.1,98.3,9.8,85.0,6.8,4.0,1.0,1.0,1.0,0.0,70.0,42017.0
0.0,0.0,4.4,-5.0,25.0,1.0,4.1,12.7,-2.1,4.1,-1.3,70.7,100.0,8.33,44.3,12.1,340.3,1016.6,49.9,15.9,141.2,12.3,6.0,1.0,1.0,0.0,0.0,74.0,42755.0
10.4,89.0,5.6,-1.1,0.0,0.0,2.5,3.7,-1.4,1.4,1.1,90.7,100.0,66.67,44.3,12.9,37.1,1010.5,100.0,11.8,23.0,1.9,1.0,1.0,1.0,0.0,0.0,75.0,42940.0
9.7,51.0,1.7,-6.1,51.0,1.0,2.8,7.6,-0.2,2.6,0.5,86.3,100.0,12.5,35.3,8.6,350.9,1007.7,79.9,10.8,92.7,7.9,6.0,1.0,1.0,0.0,0.0,76.0,43125.0
3.3,25.0,0.6,-5.0,25.0,1.0,3.3,5.5,-0.9,2.3,0.5,82.9,100.0,45.83,63.0,15.9,278.2,999.4,84.7,15.1,87.9,7.6,6.0,1.0,1.0,0.0,0.0,77.0,43311.0
17.3,127.0,-0.6,-7.2,127.0,1.0,1.4,0.7,-3.6,-1.2,-4.9,64.2,100.0,8.33,72.4,16.2,269.3,1000.9,87.8,14.9,96.5,8.3,7.0,1.0,1.0,0.0,0.0,78.0,43495.0
